response_level,coefficient,variable_name,variable_level,reference_level,odds_ratio,lower_log_odds_interval,upper_log_odds_interval,lower_odds_ratio_interval,upper_odds_ratio_interval
High,-0.106935515772287,BFHI_score,0,1,0.898583615592581,-1.49993814718641,1.28606711564184,0.223143961803462,3.61852728474281
Medium,0.61348430943855,BFHI_score,0,1,1.84685521606002,-0.748656256445339,1.97562487532244,0.473001718906344,7.21112429987484
High,0.082865957306909,BFHI_score,2,1,1.08639617531882,-0.639876544637524,0.805608459251342,0.527357525138847,2.23805785161899
Medium,0.247364846089387,BFHI_score,2,1,1.28064626633567,-0.573171965935796,1.06790165811457,0.563734453246227,2.90926845083773
High,0.674516981926557,BFHI_score,3,1,1.96308454161952,-0.0169767826284698,1.36601074648158,0.983166510912085,3.91968285613232
Medium,0.735963565010698,BFHI_score,3,1,2.08749245843521,-0.0465407576184583,1.51846788763985,0.954525655584659,4.56522539601595
High,0.734411517834988,BFHI_score,4,1,2.08425508458911,0.0401205034401958,1.42870253222978,1.04093620302842,4.17328098013796
Medium,0.820498500747236,BFHI_score,4,1,2.2716319655579,0.0377795921024378,1.60321740939203,1.03850231354007,4.96899402116292
High,1.41243423598078,BFHI_score,5,1,4.10593807124587,0.654690326722983,2.17017814523857,1.92454644448297,8.75984442632422
Medium,1.20475239649645,BFHI_score,5,1,3.33593298710491,0.338205944688088,2.07129884830481,1.40242929653063,7.93512294843277
High,1.38603272175501,BFHI_score,6,1,3.99895357943885,0.434620106823763,2.33744533668626,1.54437624949722,10.3547498452615
Medium,1.22600451509134,BFHI_score,6,1,3.4075873370575,0.115431814362937,2.33657721581975,1.12235798324504,10.3457645715694
High,-0.405950555900106,bmi,Obese,Normal Weight,0.666343113345849,-0.857026289803686,0.0451251780034738,0.424422316573676,1.04615880778352
Medium,-0.408220885560975,bmi,Obese,Normal Weight,0.664832010810825,-0.898721014034006,0.0822792429120561,0.407089989305782,1.08575895799481
High,-0.178683044825686,bmi,Overweight,Normal Weight,0.836370949490404,-0.60765376209344,0.250287672442068,0.544627196178103,1.28439484855017
Medium,-0.55629650762028,bmi,Overweight,Normal Weight,0.573328454414974,-1.05097410622246,-0.0616189090181037,0.349597038543357,0.940241135941708
High,1.03207227746154,bmi,Underweight,Normal Weight,2.8068764388092,-0.0847205156601263,2.14886507058321,0.918769030077456,8.57512071567981
Medium,-0.504619811909063,bmi,Underweight,Normal Weight,0.603735064681408,-2.12662858134288,1.11738895752475,0.119238620261599,3.05686217708821
High,0.0502692898636547,education,1-3 Years College,High School,1.05155423114718,-0.540744731868744,0.641283311596054,0.582314422742419,1.89891621752372
Medium,0.476073294196021,education,1-3 Years College,High School,1.60974099630687,-0.211299960159797,1.16344654855184,0.809531203349288,3.20094650393975
High,0.853003862209506,education,College Graduate,High School,2.34668539480205,0.2521429668908,1.45386475752821,1.28677999106934,4.27962229782643
Medium,0.795078625510188,education,College Graduate,High School,2.21461511520221,0.0821797815455222,1.50797746947485,1.08565097229542,4.51758459545463
High,-0.848008601827733,education,Less Than High School,High School,0.428266933318431,-2.70995388395668,1.01393668030122,0.0665398752000302,2.75643087130242
Medium,0.117063564499549,education,Less Than High School,High School,1.12419088605054,-1.68364915811438,1.91777628711348,0.185695107335394,6.80580746802587
High,-0.688392439933066,maternal_age,18-24,25-29,0.502383031171461,-1.28042210728493,-0.0963627725812061,0.277919963649294,0.908134510004161
Medium,-0.0843385884351135,maternal_age,18-24,25-29,0.919120000001759,-0.707925300011961,0.539248123141734,0.492665270515427,1.71471712126049
High,-0.218058762173485,maternal_age,30-34,25-29,0.804078190896145,-0.652663507386914,0.216545983039944,0.520657154102599,1.24178018486886
Medium,0.354827799235356,maternal_age,30-34,25-29,1.42593508602642,-0.146606769149241,0.856262367619952,0.863633517996055,2.35434455378614
High,-0.116028564331042,maternal_age,35+,25-29,0.890449787831685,-0.626164081989489,0.394106953327404,0.53463870285257,1.48305915830441
Medium,0.459049471771709,maternal_age,35+,25-29,1.58256899333788,-0.121206937379363,1.03930588092278,0.885850625017293,2.82725388225085
High,-0.785291354141913,parity,nullipara,primipara,0.455986828778806,-1.17363872140355,-0.396943986880277,0.309239654618174,0.672371686213663
Medium,-0.0686173799871963,parity,nullipara,primipara,0.933683857871812,-0.488828684576174,0.351593924601782,0.613344393348625,1.4213312388671
High,0.641256745419493,perception_of_support,Helpful,Inconclusive,1.89886577125029,0.191997445230543,1.09051604560844,1.21166742143003,2.97580932973381
Medium,0.699876820997902,perception_of_support,Helpful,Inconclusive,2.01350467069827,0.1692973035367,1.2304563384591,1.18447223436617,3.42279113118531
High,-1.13123595270142,perception_of_support,Unhelpful,Inconclusive,0.322634249224134,-1.76265089926918,-0.499821006133666,0.171589394188064,0.606639234697304
Medium,-0.550444282391632,perception_of_support,Unhelpful,Inconclusive,0.576693538671599,-1.23842733323249,0.13753876844923,0.289839680933528,1.14744618981914
High,-1.43308297099366,race_eth,"Black, Non-Hispanic","White, Non-Hispanic",0.238572275891089,-2.6151361595169,-0.251029782470423,0.0731578268834341,0.777999200475736
Medium,-0.337961851355914,race_eth,"Black, Non-Hispanic","White, Non-Hispanic",0.713222495850454,-1.29110041425089,0.615176711539059,0.274968037800353,1.84998348410405
High,-0.325005180459556,race_eth,Hispanic,"White, Non-Hispanic",0.722523610628034,-1.08186264705139,0.431852286132281,0.338963567780369,1.54010760310744
Medium,-1.02511816929635,race_eth,Hispanic,"White, Non-Hispanic",0.358754069185116,-2.06066569468776,0.0104293560950581,0.127369152698438,1.01048393139273
High,-0.727537725596977,race_eth,Other,"White, Non-Hispanic",0.483097044318602,-1.52636338147322,0.0712879302792618,0.217324558514228,1.07389038691681
Medium,-1.13005791930037,race_eth,Other,"White, Non-Hispanic",0.323014547103864,-2.1616622846088,-0.0984535539919411,0.115133577108721,0.906237782764165
