response_level,coefficient,variable_name,variable_level,reference_level,odds_ratio,lower_log_odds_interval,upper_log_odds_interval,lower_odds_ratio_interval,upper_odds_ratio_interval
High,0.68344269350367,BFHI_score,0,1,1.98068489904744,-0.550536061943678,1.91742144895102,0.576640612425762,6.80339293621922
Medium,0.522295231139936,BFHI_score,0,1,1.6858927258635,-1.04759992456989,2.09219038684976,0.350778634795752,8.10264366521183
High,0.520453823177996,BFHI_score,2,1,1.68279116606996,-0.144956172446397,1.18586381880239,0.865060205752464,3.27351332285582
Medium,0.0480893431736148,BFHI_score,2,1,1.04926439574795,-0.789345278325227,0.885523964672456,0.454142034600705,2.42425428236853
High,0.69139735167017,BFHI_score,3,1,1.99650340233644,0.0498575280412529,1.33293717529909,1.05112133039273,3.7921653003195
Medium,0.502839902205898,BFHI_score,3,1,1.65341013267711,-0.277133885078079,1.28281368948988,0.757953011718816,3.60677380335223
High,1.26380179230128,BFHI_score,4,1,3.53884991751188,0.600551062919004,1.92705252168356,1.82312317920797,6.8692334569047
Medium,0.528488957888563,BFHI_score,4,1,1.69636708892133,-0.296299827078259,1.35327774285538,0.74356445383731,3.87008992364371
High,1.7600551447395,BFHI_score,5,1,5.81275792858638,0.992718048281503,2.5273922411975,2.6985593277277,12.5208122679278
Medium,0.562569074062882,BFHI_score,5,1,1.75517588990301,-0.426171613243445,1.55130976136921,0.653004268323806,4.71764512719729
High,1.55203530538627,BFHI_score,6,1,4.72106922841179,0.532416598093653,2.57165401267888,1.7030429100321,13.0874533625442
Medium,-0.493769886918928,BFHI_score,6,1,0.610321209827083,-2.23593009200856,1.24839031817071,0.106892663591717,3.48472913527116
High,-0.884597893615012,breast_feeding_attitude,Positive,Negative,0.412880161653556,-1.58952619835072,-0.179669588879304,0.204022254918426,0.835546239576785
Medium,-0.356188943958745,breast_feeding_attitude,Positive,Negative,0.700340282667978,-1.21403770220393,0.501659814286444,0.296995675110214,1.65146011417658
High,0.68573325234394,education,1-3 Years College,High School,1.98522697431217,0.150541880348198,1.22092462433968,1.1624639884803,3.39032105819376
Medium,0.0886739630474682,education,1-3 Years College,High School,1.09272432973125,-0.586967111950533,0.764315038045469,0.556011049376039,2.14752289927794
High,1.71873039920458,education,College Graduate,High School,5.57744284140372,1.12613189735655,2.3113289010526,3.08370531214564,10.0878214680899
Medium,0.646271390595516,education,College Graduate,High School,1.90841182436032,-0.0824417600359432,1.37498454122697,0.920865067443526,3.9550155827598
High,-0.15851901745183,education,Less Than High School,High School,0.853406734015154,-1.54734526798425,1.23030723308059,0.212812183900052,3.42228081266467
Medium,-0.830343285157146,education,Less Than High School,High School,0.435899622763866,-3.09753989839611,1.43685332808182,0.0451601644416134,4.20743554579697
High,-0.462292588916073,maternal_age,18-24,25-29,0.629838029353299,-0.973205803782236,0.0486206259500899,0.377869718138058,1.04982199995902
Medium,-0.602326597525274,maternal_age,18-24,25-29,0.547536256522435,-1.32594851350964,0.121295318459097,0.265550960922053,1.12895826535759
High,-0.467205332973111,maternal_age,30-34,25-29,0.626751384473867,-0.931614322826401,-0.0027963431198213,0.39391728714519,0.997207563005797
Medium,0.145275650434427,maternal_age,30-34,25-29,1.15635827700159,-0.456475978765826,0.74702727963468,0.63351222695631,2.11071611232264
High,-0.290632444947254,maternal_age,35+,25-29,0.747790481682197,-0.863021103841426,0.281756213946917,0.421885594896721,1.32545555301879
Medium,0.609676544195982,maternal_age,35+,25-29,1.83983619682976,-0.0795023335503026,1.29885542194227,0.923575864755353,3.66509927374687
High,-0.773334463886398,parity,nullipara,primipara,0.461471739137372,-1.16633107825361,-0.380337849519181,0.311507744765343,0.683630405988428
Medium,-0.222274492263651,parity,nullipara,primipara,0.800695549433435,-0.723490930830463,0.27894194630316,0.485055999981621,1.32173061029407
High,1.4043565955183,perception_of_support,Helpful,Inconclusive,4.07290537248753,0.958295316012414,1.85041787502418,2.6072481488355,6.36247768769034
Medium,0.984290009623152,perception_of_support,Helpful,Inconclusive,2.67591133851659,0.422141541903845,1.54643847734246,1.52522439257006,4.6947200205315
High,-0.994972409356721,perception_of_support,Unhelpful,Inconclusive,0.369733645592456,-1.50088625914412,-0.489058559569321,0.222932496607168,0.613203417014495
Medium,-1.2774199085575,perception_of_support,Unhelpful,Inconclusive,0.27875558833854,-2.02321111746809,-0.531628699646901,0.132230175991016,0.587647089233591
